Fecha;Centavos Diarios;Necesario para Presupuesto 2022;Promedio diario del mes
2021-11-15;2,16666666666706;7,49593673965937;4,14651515151515
2021-11-16;1,65999999999968;7,51017073170731;4,14651515151515
2021-11-17;4,99999999999972;7,51630806845966;4,14651515151515
2021-11-18;4,84000000000009;7,52286764705882;4,14651515151515
2021-11-19;5,83000000000027;7,52702702702702;4,14651515151515
2021-11-22;0;7,58292079207921;4,14651515151515
2021-11-23;12,9999999999995;7,56947890818858;4,14651515151515
2021-11-24;2,83000000000015;7,58126865671642;4,14651515151515
2021-11-25;6,00000000000023;7,58521197007481;4,14651515151515
2021-11-26;7,50000000000028;7,585425;4,14651515151515
2021-11-29;5,49999999999974;7,6011838790932;4,14651515151515
2021-11-30;0,169999999999959;7,61994949494949;4,14651515151515
2021-12-01;7,99999999999983;7,61898734177215;6,31356481481485
2021-12-02;6,49999999999977;7,62182741116751;6,31356481481485
2021-12-03;8,5000000000008;7,61959287531806;6,31356481481485
2021-12-06;5,61000000000007;7,63505128205128;6,31356481481485
2021-12-07;4,16999999999916;7,6439588688946;6,31356481481485
2021-12-08;0;7,66365979381443;6,31356481481485
2021-12-09;14,3300000000011;7,64643410852713;6,31356481481485
2021-12-10;7,16999999999928;7,64766839378238;6,31356481481485
2021-12-13;4,8333333333332;7,66971279373368;6,31356481481485
2021-12-14;4,83000000000118;7,67714659685863;6,31356481481485
2021-12-15;5,66999999999922;7,68241469816273;6,31356481481485
2021-12-16;5,83000000000027;7,68728947368421;6,31356481481485
2021-12-17;7,8400000000002;7,68688654353562;6,31356481481485
2021-12-20;5,9433333333331;7,70079787234043;6,31356481481485
2021-12-21;5,67000000000064;7,70621333333333;6,31356481481485
2021-12-22;7,50000000000028;7,70676470588235;6,31356481481485
2021-12-23;5,3299999999993;7,71313672922252;6,31356481481485
2021-12-27;5,91749999999998;7,73260162601626;6,31356481481485
